habaneras Clásicas,3,4,galleta,18,18,75,1.8,1.7,13.1,0.6,0,0,1.6,128.7,0.3,ND,ND,,,,,,,,,,
Habaneras integrales,3,4,galleta,18,18,69,1.9,1.6,11.9,1.5,0,0,1.7,83.7,0.3,ND,ND,,,,,,,,,,
Harina,3,2 1/2,cucharada,20,20,73,2.1,0.2,15.3,0.5,5.3,3,0.9,0.5,0.3,ND,ND,,,,,,,,,,
Harina blanca,3,2 1/2,cucharada,20,20,73,2.1,0.2,15.3,0.5,5.3,3,0.9,0.5,0.3,ND,ND,,,,,,,,,,
Harina blanca refinada,3,20,g,20,20,73,2.1,0.2,15.3,0.5,5.3,3,0.9,0.5,0.3,ND,ND,,,,,,,,,,
Harina de alforfón,3,2 1/2,cucharada,20,20,67,2.5,0.6,14.1,2,0,0,0,7,0.5,ND,ND,,,,,,,,,,
Harina de amaranto,3,2,cucharada,19,19,68,2.7,1,11.9,1.3,0,0,0,0.2,ND,66,12.5,,,,,,,,,,
Harina de arroz,3,2,cucharada,20,20,72,1.4,0.6,15.1,0.9,3.1,2.1,0.4,1.6,0.2,ND,ND,,,,,,,,,,
Harina de arroz refinada,3,2,cucharada,20,20,75,1.2,0.3,16.3,0.5,0.9,2,0.1,0,ND,ND,ND,,,,,,,,,,
Harina de cebada,3,2,cucharada,18,18,62,2.2,0.3,10.9,2.2,0,0,0,0.4,ND,ND,ND,,,,,,,,,,
Harina de centeno ,3,2,cucharada,18,18,63,2.1,0.3,13.6,0.2,0,4.9,0.5,0.2,ND,ND,ND,,,,,,,,,,
Harina de centeno integral,3,2 1/2,cucharada,20,20,65,2.8,0.5,13.8,4.5,12,11.3,1.3,0.2,ND,ND,ND,,,,,,,,,,
Harina de maíz,3,2 1/2,cucharada,18,18,65,1.7,0.7,13.6,1.7,4.2,25.2,1.3,0.9,ND,ND,ND,,,,,,,,,,
Harina de maíz nixtamalizada,3,2 1/2,cucharada,18,18,65,1.7,0.7,13.6,1.7,4.2,25.2,1.3,0.9,ND,ND,ND,,,,,,,,,,
Harina de maíz para atole,3,2,cucharada,15,15,60,1.2,0.8,11.8,0.2,0,5.3,0.4,0,ND,ND,ND,,,,,,,,,,
Harina de maíz para tamales,3,2,cucharada,14,14,62,1.4,0.7,12.7,0.1,0,19.4,0.5,0.1,ND,ND,ND,,,,,,,,,,
Harina de papa,3,2,cucharada,19,19,66,1.5,0.1,15,1.1,9.6,6.3,3.2,6.5,ND,ND,ND,,,,,,,,,,
Harina de trigo,3,2 1/2,cucharada,20,20,71,2,0.2,14.9,0.5,5.2,3,0.9,0.5,0.3,41,8,,,,,,,,,,
Harina de trigo integral,3,2 1/2,cucharada,19,19,64,2.6,0.3,13.6,2.3,8.3,6.4,0.7,0.9,0.4,30,5.6,,,,,,,,,,
Harina de trigo para panificación,3,2,cucharada,17,17,62,2.1,0.3,12.4,0.4,5,2.6,0.8,0.4,ND,ND,ND,,,,,,,,,,
Harina de trigo para pasteleria,3,2 1/2,cucharada,17,17,62,1.4,0.1,13.3,0.3,3.3,2.3,1.2,0.3,ND,ND,ND,,,,,,,,,,
Harina integral,3,2 1/2,cucharada,19,19,64,2.6,0.3,13.6,2.3,8.3,6.4,0.7,0.9,0.4,ND,ND,,,,,,,,,,
Harina integral de centeno,3,2 1/2,cucharada,20,20,65,2.8,0.5,13.8,4.5,12,11.3,1.3,0.2,ND,ND,ND,,,,,,,,,,
Harina integral de trigo,3,2 1/2,cucharada,19,19,64,2.6,0.3,13.6,2.3,8.3,6.4,0.7,0.9,0.4,ND,ND,,,,,,,,,,
Harina nixtamalizada,3,2 1/2,cucharada,18,18,67,1.3,0.8,13.8,1.7,0,24.9,0.7,0.2,ND,ND,ND,,,,,,,,,,
Harina para brownies,3,1 1/2,cucharada,13,13,60,0.7,2.3,9,0,0,0,0.2,36.6,6.3,ND,ND,,,,,,,,,,
Harina para brownies baja en grasa,3,2,cucharada,18,18,61,0.9,1.2,12.6,0.5,0,0,0.5,56.1,8.4,ND,ND,,,,,,,,,,
Harina para hot cakes,3,2,cucharada,18,18,61,1.7,0.2,13.3,0.5,1.5,6,0.8,243.6,1.9,ND,ND,,,,,,,,,,
Harina para reposteria,3,2,cucharada,16,16,60,1.7,0.2,12.6,0.1,0,5,0,0.3,ND,ND,ND,,,,,,,,,,
Harina para tamales,3,2,cucharada,14,14,62,1.4,0.7,12.7,0.1,0,19.4,0.5,0.1,ND,ND,ND,,,,,,,,,,
Hilos de trigo entrelazados con miel maple y azúcar,3,9,pieza,20,20,69,1.6,0.3,16,1.9,0,6.4,6.1,0.4,ND,ND,ND,,,,,,,,,,
Hojuelas de 7 fibras,3,1/3,taza,20,20,70,2.8,0.3,15.4,2.8,0,13.9,0.5,10.6,ND,ND,ND,,,,,,,,,,
Hojuelas de arroz,3,1/2,taza,16,16,55,3.2,0.2,11.2,0.5,50,2.5,4.1,125,1.5,ND,ND,,,,,,,,,,
Hojuelas de avena,3,1/3,taza,26,26,65,4.6,1.9,17.5,4.1,13.6,15.3,1.4,0.9,ND,ND,ND,,,,,,,,,,
Hojuelas de avena con maple,3,1/3,taza,26,26,65,4.6,1.9,17.5,4.1,13.6,15.3,1.4,0.9,ND,ND,ND,,,,,,,,,,
Hojuelas de avena endulzadas con miel y almendras,3,1/3,taza,14,14,59,1.1,1.2,11.3,0.7,0,5.1,3.8,87.3,ND,ND,ND,,,,,,,,,,
"Hojuelas de avena instantaneas con pasas, dátiles y nueces. Preparado",3,1/4,taza,61,61,71,1.7,1.1,14.3,1.3,0,56.6,2.1,125.7,ND,ND,ND,,,,,,,,,,
Hojuelas de avena instantáneas con pasas y especieas. Preparado,3,1/4,taza,62,62,62,1.3,0.7,12.5,1,0,42.9,1.5,93,6,ND,ND,,,,,,,,,,
Hojuelas de avena instantáneas con miel maple y azúcar morena. Preparado,3,1/4,taza,59,59,60,1.4,0.8,11.8,1.1,0,40.9,1.4,95.9,4.8,ND,ND,,,,,,,,,,
"Hojuelas de avena, fruta seca y nueces",3,1/4,taza,21,21,72,2.1,1.1,16.5,1.6,0,0,1.9,49,ND,ND,ND,,,,,,,,,,
Hojuelas de cereales con frutas secas,3,1/3,taza,18,18,70,1.3,1,14,1,33.3,83.3,1.5,110,ND,ND,ND,,,,,,,,,,
Hojuelas de maíz,3,3/4,taza,19,19,67,1.4,0.1,15.8,0.6,109.3,1.3,5.4,136.7,1.8,81,15.2,,,,,,,,,,
Hojuelas de maíz azucaradas,3,1/3,taza,13,13,52,0.7,0.1,12,0.3,106.5,0,1.9,75.6,ND,ND,ND,,,,,,,,,,
Hojuelas de maíz y trigo con frutas y nueces,3,1/3,taza,18,18,70,1.3,1,14,1,33.3,83.3,1.5,110,ND,ND,ND,,,,,,,,,,
Hojuelas de papa para puré,3,20,g,20,20,71,1.7,0.1,16.2,1.3,9.2,5.4,0.2,20.8,ND,ND,ND,,,,,,,,,,
Hojuelas de salvado,3,1/3,taza,21,21,67,1.8,0.5,16,2.3,0,9.8,2.6,119.7,ND,ND,ND,,,,,,,,,,
Hojuelas de salvado con pasas,3,1/3,taza,19,19,66,1.1,0.4,15.8,1.4,0,6.7,1.6,73.2,ND,ND,ND,,,,,,,,,,
Hojuelas de trigo,3,1/2,taza,18,18,59,1.8,0.3,14.1,0.3,0,7.2,0.8,180.6,ND,ND,ND,,,,,,,,,,
Hojuelas de trigo con miel,3,1/2,taza,18,18,62,1.6,0.4,14.3,1.9,11.9,8.1,2.8,101.3,ND,ND,ND,,,,,,,,,,
Hojuelas de trigo integral,3,1/2,taza,16,16,59,3.5,0.3,11,0.4,0,4.5,4.2,112,ND,ND,ND,,,,,,,,,,
Hojuelas de trigo integral con frutos rojos,3,1/2,taza,16,16,57,1.9,0.2,12.5,0.5,0,9.5,4.1,110,ND,ND,ND,,,,,,,,,,
Hojuelas de trigo integral con chispas de yogur,3,1/2,taza,19,19,64,2.1,0.1,14.7,3.4,0,12,1.5,78.3,ND,ND,ND,,,,,,,,,,
Hojuelas de trigo integral con fibra extra,3,1/2,taza,26,26,50,3.8,1.2,26,16.9,0,1404,60.8,1612,ND,ND,ND,,,,,,,,,,
Hojuelas de trigo integral con frutas y yogur,3,1/3,taza,15,15,57,1,0.4,11.6,0.4,0,3.3,2.1,63.9,ND,ND,ND,,,,,,,,,,
Hojuelas de trigo negro,3,1/3,taza,59,59,54,2,0.4,11.7,1.6,0,4.2,0.5,2.5,ND,ND,ND,,,,,,,,,,
"Hojuelas fortificadas de trigo entero, almendras, nueces y miel",3,1/4,taza,15,15,58,1.5,1.3,11.4,1.3,24.9,39.9,1.7,75.5,ND,ND,ND,,,,,,,,,,
Hojuelas avena instantánea con manzana y canela,3,1/3,taza,79,79,69,1.4,0.8,14,1.4,0,58.1,2,87.2,ND,ND,ND,,,,,,,,,,
Hot cake,3,3/4,pieza,38,38,69,2.5,2.3,9.7,0,4.9,81.9,0.7,164.8,ND,67,25.1,,,,,,,,,,
Lasagna cruda,3,20,g,20,20,68,1.9,0.1,14.6,0.4,5,5.2,0.4,0.4,ND,ND,ND,,,,,,,,,,
Lasaña cocida,3,20,g,20,20,68,1.9,0.1,14.6,0.4,5,5.2,0.4,0.4,ND,ND,ND,,,,,,,,,,
Macarrón cocido,3,1/3,taza,47,47,66,2.2,0.3,13.2,0.6,3.3,3.3,0.7,0.3,ND,ND,ND,,,,,,,,,,
Macarrón crudo,3,20,g,20,20,68,1.9,0.1,14.6,0.4,5,5.2,0.4,0.4,ND,ND,ND,,,,,,,,,,
Macarrón integral cocido,3,1/3,taza,47,47,58,2.5,0.3,12.4,1.3,2.3,7,0.5,1.3,ND,ND,ND,,,,,,,,,,
Maicena,3,2,cucharada,16,16,60,0,0,14.4,0,0,0,0,0,ND,ND,ND,,,,,,,,,,
Maicena sabor,3,2,cucharada,16,16,60,0,0,14.4,0,0,0,0,0,ND,ND,ND,,,,,,,,,,
Maíz,3,20,g,20,18,67,2.2,0.9,13,2.2,0,1.5,0.4,0.2,ND,ND,ND,,,,,,,,,,
Maíz amarillo,3,20,g,20,18,67,2.2,0.9,13,2.2,0,1.5,0.4,0.2,ND,53,9.8,,,,,,,,,,
Maíz amarillo cocido,3,20,g,20,18,67,2.2,0.9,13,2.2,0,1.5,0.4,0.2,ND,ND,ND,,,,,,,,,,
Maíz azul,3,20,g,20,18,67,1.5,0.8,13.7,2.2,0,29.3,0.5,0.2,ND,ND,ND,,,,,,,,,,
Maíz blanco,3,20,g,20,18,67,2.2,0.9,13,2.2,0,1.5,0.4,0.2,ND,ND,ND,,,,,,,,,,
Maíz blanco cocido,3,25,g,25,19,68,2.2,0.9,13.3,2.3,0,1.5,0.4,0.2,ND,59,11.1,,,,,,,,,,
Maíz cacahuacintle,3,20,g,20,18,67,2.2,0.9,13,2.2,0,1.5,0.4,0.2,ND,ND,ND,,,,,,,,,,
Maíz cacahuacintle,3,20,g,20,18,67,2.2,0.9,13,2.2,0,1.5,0.4,0.2,ND,ND,ND,,,,,,,,,,
Maíz palomero,3,20,g,20,20,73,2.4,0.9,14.2,2.4,0,3.4,0.4,0.2,ND,ND,ND,,,,,,,,,,
Maíz pozolero,3,1/3,taza,54,54,58,1.8,0.7,13.6,1.5,0,1.1,0.3,9.2,ND,ND,ND,,,,,,,,,,
Maizena,3,2,cucharada,16,16,60,0,0,14.4,0,0,0,0,0,ND,ND,ND,,,,,,,,,,
Malanga,3,70,g,70,60,67,0.9,0.1,15.9,2.5,13.2,25.9,0.3,6.6,ND,ND,ND,,,,,,,,,,
Marias cerealé fresa,3,1 1/2,pieza,15,15,66,1.1,2.1,10.7,ND,ND,ND,ND,63.8,ND,ND,ND,,,,,,,,,,
Masa de maíz,3,45,g,45,45,69,1.6,0.9,14.3,1.5,0,31.5,0.7,0,ND,ND,ND,,,,,,,,,,
Masa de maíz amarillo,3,35,g,35,35,66,1.5,0.8,13.5,1.2,0,30.8,0.6,0,ND,ND,ND,,,,,,,,,,
Masa de maíz blanco,3,45,g,45,45,69,1.6,0.9,14.3,1.5,0,31.5,0.7,0,ND,ND,ND,,,,,,,,,,
Masa pasa tortillas,3,45,g,45,45,69,1.6,0.9,14.3,1.5,0,31.5,0.7,0,ND,ND,ND,,,,,,,,,,
Masa Yucatán,3,40,g,40,40,69,1.8,0.5,14.6,1.4,0,36,0.8,0,ND,ND,ND,,,,,,,,,,
Media noche,3,1/2,pieza,22,22,55,2,1,10.5,0.5,0,10,0.5,105,1.5,ND,ND,,,,,,,,,,
media noche con ajonjoli,3,1/2,pieza,22,22,55,2,1,10.5,0.5,0,10,0.5,105,1.5,ND,ND,,,,,,,,,,
Mijo cocido,3,1/3,taza,57,57,68,2,0.6,13.6,0.8,0,1.6,0.4,1,0.1,ND,ND,,,,,,,,,,
Mijo crudo,3,15,g,15,15,57,1.7,0.6,10.9,1.3,0,1.2,0.5,0.8,ND,ND,ND,,,,,,,,,,
Mueslix con manzana y almendra,3,1/4,taza,18,18,68,1.7,1.6,13.2,1.5,0,11.1,1.5,87.1,3,ND,ND,,,,,,,,,,
Nixtamal,3,45,g,45,45,69,1.6,0.9,14.3,1.5,0,31.5,0.7,0,ND,ND,ND,,,,,,,,,,
Nutritas variedad de sabores,3,1/2,bolsita,17,17,67,1.4,1.4,12.3,0.5,0,0,0,99,0.5,ND,ND,,,,,,,,,,
Ñame,3,100,g,100,86,66,1.9,0.1,15.1,0.4,19.8,11.2,0.4,7.7,ND,ND,ND,,,,,,,,,,
Palanqueta de amaranto,3,1/2,pieza,20,20,72,3.2,1.7,16.6,0.6,0,0,0,0,11.2,ND,ND,,,,,,,,,,
Palanqueta de amaranto con pasas,3,1/3,pieza,13,13,52,1,ND,11.2,ND,ND,ND,ND,0,ND,ND,ND,,,,,,,,,,
Palitos de pan,3,3,pieza,18,18,74,2.2,1.7,12.3,0.5,5.4,3.6,0.8,117.9,ND,ND,ND,,,,,,,,,,
Palomitas,3,2 1/2,taza,18,18,70,3.5,0,14,3.5,0,0,0,140,ND,55,9.6,,,,,,,,,,
Palomitas acarameladas,3,1/2,taza,18,18,76,0.7,2.3,13.9,0.9,0.5,7.5,0.3,36,6.9,ND,ND,,,,,,,,,,
Palomitas acarameladas sin grasa,3,3/4,taza,19,19,69,1.7,0,10,0,0,0,0,131.3,0.6,ND,ND,,,,,,,,,,
Palomitas fat free,3,2 1/2,taza,18,18,70,3.5,0,14,3.5,0,0,0,140,ND,ND,ND,,,,,,,,,,
Palomitas naturales,3,2 1/2,taza,18,18,70,3.5,0,14,3.5,0,0,0,140,ND,ND,ND,,,,,,,,,,
Palomitas sin grasa,3,2 1/2,taza,18,18,70,3.5,0,14,3.5,0,0,0,140,ND,ND,ND,,,,,,,,,,
Pambazo,3,1/2,pieza,25,25,67,2.5,1,12.5,1.5,0,10.5,0.3,142.3,1,ND,ND,,,,,,,,,,
Pan 5 granos,3,1,rebanada,25,25,62,2.4,2.1,9.6,1.6,0,0,0,83,ND,ND,ND,,,,,,,,,,
Pan 7 granos,3,1,rebanada,26,26,65,2.6,1,12.1,1.7,12,24,0.9,127,ND,55,14.3,,,,,,,,,,
Pan ácimo,3,1/3,pieza,20,20,57,1.3,1,11.1,0.5,2,16.2,0.5,78.9,ND,ND,ND,,,,,,,,,,
Pan árabe,3,1/3,pieza,20,20,54,1.8,0.2,11,0.4,0,17,0.5,106.1,0.3,ND,ND,,,,,,,,,,
Pan árabe integral,3,1/3,pieza,21,21,56,2.1,0.6,1.6,1.6,7.3,3.3,0.6,112.2,ND,ND,ND,,,,,,,,,,
Pan bagel dulce,3,1/3,pieza,23,23,64,2.3,0.4,12.9,0.5,5,4.3,0.9,75.6,ND,ND,ND,,,,,,,,,,
Pan bagel integral,3,1/3,pieza,23,23,60,2.5,0.3,12.5,0.8,0,0,0,118.8,ND,ND,ND,,,,,,,,,,
Pan bagel salado,3,1/3,pieza,23,23,64,2.5,0.4,12.5,0.5,5.3,17.5,0.8,125.1,ND,ND,ND,,,,,,,,,,
Pan baguette,3,1/7,pieza,27,27,72,2.2,1,13.4,0.6,9.7,29.2,0.8,145.8,1,ND,ND,,,,,,,,,,
Pan birote,3,1/3,pieza,22,22,67,2.1,0,14.1,0.1,0,9.1,0.3,123.3,ND,ND,ND,,,,,,,,,,
Pan blanco,3,1,rebanada,27,27,71,2.2,0.8,13.6,0.5,27.8,101.3,1.1,149.9,ND,70,18.9,,,,,,,,,,
Pan centeno,3,3/4,rebanada,24,24,62,2,0.8,11.6,1.4,12,17.3,0.7,158.3,ND,41,9.8,,,,,,,,,,
pan con salvado,3,3/4,rebanada,27,27,67,2.4,0.9,12.9,1.1,6.8,20.3,0.8,131.3,ND,ND,ND,,,,,,,,,,
Pan de 5 granos,3,1,rebanada,25,25,62,2.4,2.1,9.6,1.6,0,0,0,83,ND,ND,ND,,,,,,,,,,
Pan de 7 granos,3,1,rebanada,26,26,65,2.6,1,12.1,1.7,12,24,0.9,127,ND,55,14.3,,,,,,,,,,
Pan de avena,3,1,rebanada,30,30,71,3.1,1.3,11.9,1.3,6.8,20,0.9,122,ND,47,14.1,,,,,,,,,,
Pan de caja,3,1,rebanada,27,27,71,2.2,0.8,13.6,0.5,0,101.3,1.1,149.9,ND,70,18.9,,,,,,,,,,
Pan de caja integral,3,1,rebanada,25,25,67,2.4,1,12.6,1.1,12,78,1,145.8,ND,54,13.5,,,,,,,,,,
Pan de centeno y comino,3,1,rebanada,20,20,55,1.7,0.5,11,0.3,8,0,0,140,ND,41,8.2,,,,,,,,,,
Pan de centeno y trigo,3,1,rebanada,28,28,73,2.6,0.2,15,0.1,27.8,10.6,0.8,156,ND,41,11.5,,,,,,,,,,
Pan de girasol integral,3,1,pieza,25,25,57,2.1,1.4,9.7,1.1,29,0,0,90.5,ND,57,14.3,,,,,,,,,,
Pan de hambueguesas chico,3,1/2,pieza,26,26,67,2.5,1.1,12.9,0.7,0,26.5,0.7,111.5,1.9,ND,ND,,,,,,,,,,
Pan de hot dog,3,1/2,pieza,22,22,55,2,1,10.5,0.5,0,10,0.5,105,1.5,ND,ND,,,,,,,,,,
Pan de hot dog con ajonjoli,3,1/2,pieza,22,22,55,2,1,10.5,0.5,0,10,0.5,105,1.5,ND,ND,,,,,,,,,,
pan de jengibre,3,1,rebanada,25,25,72,0.9,2.2,11.9,0,0,18.8,0.5,115.6,6.3,ND,ND,,,,,,,,,,
Pan de miel y avena,3,1,rebanada,28,28,71,3,1.1,12.7,0.9,0,19,1,140,ND,ND,ND,,,,,,,,,,
Pan de plátano,3,3/4,rebanada,21,21,68,0.9,2.2,11.5,0.2,0,4.4,0.3,63.4,ND,ND,ND,,,,,,,,,,
Pan de trigo con arroz,3,3/4,rebanada,21,21,59,1.4,1.5,10.2,0,0,14.7,0.4,85.5,ND,ND,ND,,,,,,,,,,
Pan integral,3,1,rebanada,25,25,67,2.4,1,12.6,1.1,29,78,1,145.8,ND,54,13.5,,,,,,,,,,
Pan matza,3,1/2,pieza,14,14,56,1.4,0.2,119,0.5,2,2,0.5,0.5,ND,ND,ND,,,,,,,,,,
Pan melba,3,3,pieza,15,15,60,1.8,0.6,11.4,0.9,3,15,0.6,123,ND,70,10.5,,,,,,,,,,
Pan molido,3,8,cucharadita,16,16,66,2.1,1,11.8,0.3,0,6.2,0.2,95.8,ND,ND,ND,,,,,,,,,,
Pan negro,3,1,rebanada,26,26,69,2.1,0.5,15.2,0.3,0,12.7,2.4,144.8,ND,47,12.2,,,,,,,,,,
Pan negro con trigo,3,1,rebanada,25,25,65,2,0.5,14.6,0.3,0,0,0,0,ND,47,11.8,,,,,,,,,,
Pan para hambuerguesa chico,3,1/2,pieza,26,26,67,2.5,1.1,12.9,0.7,0,26.5,0.7,111.5,1.9,ND,ND,,,,,,,,,,
Pan para hambuerguesa grande,3,1/3,pieza,25,25,65,2.4,1.1,12.5,0.6,0,25.7,0.7,108.2,1.8,ND,ND,,,,,,,,,,
Pan para pambazo,3,1/2,pieza,25,25,67,2.5,1,12.5,1.5,0,10.5,0.3,142.3,1,ND,ND,,,,,,,,,,
"Pan tipo ""english miffin""",3,1/2,pieza,29,29,67,2.2,0.5,13.1,0.8,10.5,49.5,0.7,132,ND,77,21.9,,,,,,,,,,
Pan tipo media noche,3,1/2,pieza,22,22,55,2,1,10.5,0.5,0,10,0.5,105,1.5,ND,ND,,,,,,,,,,
Pan tostado,3,1,rebanada,15,15,64,1.6,1.2,11.8,0.1,0,13.5,0.9,88.1,2.2,ND,ND,,,,,,,,,,
Panqué fat-free,3,1/2,rebanada,25,25,71,1.4,0.3,15.3,0.3,17.5,10.8,0.5,85.3,8.6,ND,ND,,,,,,,,,,
Papa al horno con cáscara,3,1/2,pieza,78,78,73,1.5,0.1,16.8,1.2,7,3.9,0.3,3.9,1.3,60,46.8,,,,,,,,,,
Papa al horno sin cáscara,3,1/2,pieza,78,78,73,1.6,0.1,16.8,1.2,7,4,0.3,4,1.4,ND,ND,,,,,,,,,,
Papa cocida,3,1/2,pieza,68,68,59,1.3,0.1,13.7,1.2,7.1,3.5,0.2,2.5,0.6,54,36.7,,,,,,,,,,
Papa cocida sin cascara,3,1/2,pieza,68,68,58,1.2,0.1,13.7,1.2,6.1,5.4,0.2,3.4,0.6,ND,ND,,,,,,,,,,
Papa de agua,3,1,pieza,95,78,71,2.6,0.2,15.5,0.4,0,14.8,1.6,0,ND,ND,ND,,,,,,,,,,
Papa de cambray,3,5,pieza,115,94,72,1.5,0.1,16.5,0.5,12.3,12.3,2.5,5.7,ND,ND,ND,,,,,,,,,,
Papa hervida con piel,3,1/2,pieza,68,68,59,1.3,0.1,13.7,1.2,7.1,3.5,0.2,2.5,0.6,65,44.2,,,,,,,,,,
Papa hervida pelada,3,1/2,pieza,68,68,58,1.2,0.1,13.7,1.2,6.1,5.4,0.2,3.4,0.6,ND,ND,,,,,,,,,,
Papa picada,3,3/4,taza,128,105,72,1.8,0.1,16.4,2.5,18.8,9.4,0.5,6.3,1.2,ND,ND,,,,,,,,,,
Papa roja cruda,3,1/2,pieza,85,85,60,1.6,0.1,13.5,1.4,15.3,8.5,0.6,5.1,0.9,ND,ND,,,,,,,,,,
Papas hojuelas para puré,3,20,g,20,20,71,1.7,0.1,16.2,1.3,9.2,5.4,0.2,20.8,0.7,ND,ND,,,,,,,,,,
Papilla de arroz,3,1/2,taza,17,17,67,1.4,0.5,14.1,1.1,2.5,9.1,7.9,2,0.2,ND,ND,,,,,,,,,,
Papilla de arroz deshidratada,3,15,g,15,15,59,1.1,0.7,11.6,0.1,3.6,127.5,7.1,4.8,ND,ND,ND,,,,,,,,,,
Papilla de avena deshidratada,3,15,g,15,15,56,1,0.2,12,0.1,0,128.7,7.5,41,ND,ND,ND,,,,,,,,,,
Papilla de maíz deshidratada,3,3/4,sobre,21,21,72,1.8,0.2,16.6,1.1,1.5,4.5,6.6,228.8,0.1,ND,ND,,,,,,,,,,
Pasta cocida,3,1/2,taza,60,60,78,3.2,1.1,14,0,11.6,6.3,0.7,49.5,ND,44,26.4,,,,,,,,,,
Pasta con huevo,3,1/3,taza,15,15,57,1.9,0.6,11,0,0,5.2,0.4,0.7,ND,ND,ND,,,,,,,,,,
Pasta cruda para sopa,3,20,g,20,20,68,1.9,0.1,14.6,0.4,5,5.2,0.4,0.4,ND,ND,ND,,,,,,,,,,
Pasta de codito,3,1/2,taza,20,20,74,2.5,0.2,15,0.1,5,5.4,0.3,0.4,ND,ND,ND,,,,,,,,,,
Pasta de estrellitas,3,1/4,taza,19,19,69,2.3,0.2,14.1,0.1,4.7,5.1,0.2,0.4,ND,ND,ND,,,,,,,,,,
Pasta de lagrimitas,3,1/4,taza,19,19,69,2.3,0.2,14.1,0.1,4.7,5.1,0.2,0.4,ND,ND,ND,,,,,,,,,,
Pasta de letras,3,1/4,taza,19,19,69,2.3,0.2,14.1,0.1,4.7,5.1,0.2,0.4,ND,ND,ND,,,,,,,,,,
Pasta de moño,3,1/2,taza,20,20,74,2.5,0.2,15,0.1,5,5.4,0.3,0.4,ND,ND,ND,,,,,,,,,,
Pasta de municiones,3,1/4,taza,19,19,69,2.3,0.2,14.1,0.1,4.7,5.1,0.2,0.4,ND,ND,ND,,,,,,,,,,
Pasta de trigo cocida,3,1/2,taza,60,60,78,3.2,1.1,14,0,11.6,6.3,0.7,49.5,ND,ND,ND,,,,,,,,,,
Pasta de trigo fresca,3,25,g,25,25,72,2.8,0.6,13.7,0,44,3.8,0.8,6.5,ND,ND,ND,,,,,,,,,,
Pasta fresca,3,25,g,25,25,72,2.8,0.6,13.7,0,44,3.8,0.8,6.5,ND,ND,ND,,,,,,,,,,
Pasta integral cocida,3,1/3,taza,46,46,57,2.5,0.3,12.3,2.1,2.3,6.9,0.5,1.3,ND,ND,ND,,,,,,,,,,
Pasta integral cruda,3,20,g,20,20,65,2.7,0.1,14.5,0.4,0,10.4,0.5,1.6,ND,ND,ND,,,,,,,,,,
Pasta tornillo,3,1/3,taza,15,15,57,1.9,0.6,11,0,0,5.2,0.4,0.7,ND,ND,ND,,,,,,,,,,
Pasta ángel,3,1,rebanada,28,28,73,1.7,0.2,16.4,0.4,1,40,0.2,212,ND,67,18.8,,,,,,,,,,
Peneques,3,2,pieza,26,26,58,1.5,0.4,12.3,1.2,0,28.1,0.7,0,ND,ND,ND,,,,,,,,,,
Pinole,3,15,g,15,15,58,1.6,0.9,11.3,0,0,11.9,1.2,0,ND,ND,ND,,,,,,,,,,
Pretzels,3,6,pieza,18,18,69,1.7,0.6,14.5,0.6,15.4,6.4,0.8,312.4,ND,83,14.9,,,,,,,,,,
Puré de camote,3,1/4,taza,60,60,60,1.2,0.1,13.8,1,0.1,18,0.8,44.6,ND,ND,ND,,,,,,,,,,
Puré de camote con naranja,3,1/4,taza,50,50,77,0.2,0,19,0,0,4.2,0.1,5.2,ND,ND,ND,,,,,,,,,,
Puré de papa hojuelas,3,1/3,taza,20,20,70,1.7,0.1,16.1,1.3,9.1,5.3,0.2,20.6,0.7,ND,ND,,,,,,,,,,
Quaker instant 0% azúcar,3,1/2,sobre,18,18,60,1.5,0.7,11.8,ND,ND,ND,ND,85.1,ND,ND,ND,,,,,,,,,,
Quinoa,3,20,g,20,20,74,2.8,1.2,12.8,1.4,0,9.4,0.9,0.9,ND,ND,ND,,,,,,,,,,
Raíz de chayote,3,100,g,100,80,63,1.6,0.2,14.2,0.3,0,5.6,0.6,0,ND,ND,ND,,,,,,,,,,
Sagú,3,55,g,55,44,70,1.1,0,16.3,0.8,0,8.8,1.4,0,ND,ND,ND,,,,,,,,,,
Salvado de trigo,3,6,cucharada,29,29,64,2.4,0.2,24.4,24.4,1.1,12.5,0.8,2.3,ND,ND,ND,,,,,,,,,,
Salvado de trigo,3,8,cucharada,31,31,66,4.8,1.3,19.8,13.1,24.5,22.5,3.2,1,0.7,ND,ND,,,,,,,,,,
Semora de maíz preparada,3,1/2,taza,121,121,72,1.7,0.3,15.6,0.4,0,3.5,0.2,2.5,0.1,ND,ND,,,,,,,,,,
Semolina,3,20,g,20,20,72,2.5,0.2,14.6,0.8,14.3,3.3,0.9,0.2,ND,ND,ND,,,,,,,,,,
Sopa instan ramen sin preparar,3,50,g,50,50,67,2,1,11.3,0.7,0,0,1.4,493.5,1.3,ND,ND,,,,,,,,,,
Sorgo,3,1 1/2,cucharada,18,18,61,2,0.6,13.4,0,0,5.1,0.8,1.1,ND,ND,ND,,,,,,,,,,
Tallarin cocido,3,1/3,taza,16,16,60,2,0.3,12.1,0.1,0,10.2,0.5,0,ND,ND,ND,,,,,,,,,,
Tallarin crudo,3,20,g,20,20,74,2.5,0.2,15,0.1,5,5.4,0.3,0.4,ND,ND,ND,,,,,,,,,,
Tapioca,3,2,cucharada,19,19,65,0,0,16.2,0,0,0,0,0,ND,70,13.6,,,,,,,,,,
